Sat Sep 26 10:37:27 +0000 2020	1309804267449077762	1309804267449077762	Get as high as 17% monthly returns when you invest with https://t.co/xMegcZZKB5#fearwomen #SaturdayMotivation… https://t.co/ayPBbIwkAh	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	2220458766	2220458766	Ezeki🌍💯💭☯️	RealEzeki	Abuja, Nigeria	Forex trader, Fund manager, Musician, Economist, Entrepreneur...	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Sun Sep 20 07:18:00 +0000 2020	1307579747816402959	1307579747816402959	I'm joining with millions of people from all over the world, who are standing with the @UN Chief @AntonioGuterres o… https://t.co/DBkZpUyM4J	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00e1c334666793a2', 'url': 'https://api.twitter.com/1.1/geo/id/00e1c334666793a2.json', 'place_type': 'admin', 'name': 'Kogi', 'full_name': 'Kogi, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.365654, 6.556636], [5.365654, 8.738178], [7.894214, 8.738178], [7.894214, 6.556636]]]}, 'attributes': {}}	None	614583396	614583396	ishaq musa 🇳🇬	ishaqq1	Anyigba	Doing the right thing is not easy but its the best.//proudly muslim // 🇳🇬😍😍💹//GGMU🔴	00e1c334666793a2	https://api.twitter.com/1.1/geo/id/00e1c334666793a2.json	admin	Kogi	Kogi, Nigeria	NG	Nigeria	NULL	Polygon	[[[5.365654, 6.556636], [5.365654, 8.738178], [7.894214, 8.738178], [7.894214, 6.556636]]]	NULL	NULL	NULL	NULL	en
Sun Jul 26 11:39:45 +0000 2020	1287351901743394817	1287351901743394817	@Dolarpo Day 26Nigeria leadership is effective &amp; efficient to sincerely tackle the challenges of #COVID19Pandemic… https://t.co/637qzwS62K	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	1286917502027653120	1286917502027653120	739855239881338880	739855239881338880	DubemMicky	None	None	{'id': '00e6e55734393bdb', 'url': 'https://api.twitter.com/1.1/geo/id/00e6e55734393bdb.json', 'place_type': 'admin', 'name': 'Anambra', 'full_name': 'Anambra, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.63565, 5.709232], [6.63565, 6.780523], [7.368193, 6.780523], [7.368193, 5.709232]]]}, 'attributes': {}}	None	739855239881338880	739855239881338880	ChiDubem Michael 🇳🇬	DubemMicky	Ibadan & Awka, Nigeria 	//Thespian//Peace Scholar//Here to inspire and be inspired.Contact: dubemicky62@gmail.comI Follow Back!	00e6e55734393bdb	https://api.twitter.com/1.1/geo/id/00e6e55734393bdb.json	admin	Anambra	Anambra, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.63565, 5.709232], [6.63565, 6.780523], [7.368193, 6.780523], [7.368193, 5.709232]]]	NULL	NULL	NULL	NULL	en
Tue Jul 07 09:06:05 +0000 2020	1280427860927361024	1280427860927361024	People’s health and lives are at stake please!@NCDCgov @Fmohnigeria @mdcan_ng @nard_nigeria #COVID19Nigeria… https://t.co/APmcmd8SMq	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '59b27337f38d658b', 'url': 'https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json', 'place_type': 'country', 'name': 'Nigeria', 'full_name': 'Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]}, 'attributes': {}}	None	2373906348	2373906348	Nigerian Medical Association	nmanigeria	Nigeria	Official Twitter Account of the Nigerian Medical Association #NMA	59b27337f38d658b	https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json	country	Nigeria	Nigeria	NG	Nigeria	NULL	Polygon	[[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]	NULL	NULL	NULL	NULL	en
Wed Jun 24 03:21:44 +0000 2020	1275630157085184001	1275630157085184001	June 23 Figures Move Total Confirmed #coronavirus Cases In Nigeria To 21,371Click: https://t.co/mWj63QsGTz… https://t.co/SDHq117L1x	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00e1c334666793a2', 'url': 'https://api.twitter.com/1.1/geo/id/00e1c334666793a2.json', 'place_type': 'admin', 'name': 'Kogi', 'full_name': 'Kogi, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.365654, 6.556636], [5.365654, 8.738178], [7.894214, 8.738178], [7.894214, 6.556636]]]}, 'attributes': {}}	None	719934970354081792	719934970354081792	Naijaloveinfo	naijaloveinfo	Nigeria	Naijaloveinfo... Truly for everyone. Online News, Videos, Online Advert & Social Media; Phone: +2349012623404; Email: naijaloveinfo@gmail.com#Naijaloveinfo	00e1c334666793a2	https://api.twitter.com/1.1/geo/id/00e1c334666793a2.json	admin	Kogi	Kogi, Nigeria	NG	Nigeria	NULL	Polygon	[[[5.365654, 6.556636], [5.365654, 8.738178], [7.894214, 8.738178], [7.894214, 6.556636]]]	NULL	NULL	NULL	NULL	en
Tue Jun 23 10:31:48 +0000 2020	1275375999635664900	1275375999635664900	@covid19oyo_eoc @OyoStateMOH @Covid19mapping1 @oluwa_tosin__ @Oyoaffairs @FeedbackOYSG @fisayosoyombo @IbadanTweets… https://t.co/s6Wh4mDb0m	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	1275354396277252097	1275354396277252097	1244954351199817730	1244954351199817730	covid19oyo_eoc	None	None	{'id': '0065f09a6666479e', 'url': 'https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json', 'place_type': 'city', 'name': 'Ibadan', 'full_name': 'Ibadan, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]}, 'attributes': {}}	None	588038845	588038845	#BringBackOurGirls!	UthmanOlaide	Higher than ur expectation	I live my life 4 #Allah,my hope is in Thee;#TeamBarca;#TeamIslam.#OfficeofActiveCitizen!	0065f09a6666479e	https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json	city	Ibadan	Ibadan, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]	NULL	NULL	NULL	NULL	en
Mon Jun 22 19:19:57 +0000 2020	1275146524104720384	1275146524104720384	The good news is there’s going to be #hajj2020 the bad news is only people within Kingdom of Saudi Arabia 🇸🇦 can pa… https://t.co/F6gVxRLimx	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01de9ba25276e740', 'url': 'https://api.twitter.com/1.1/geo/id/01de9ba25276e740.json', 'place_type': 'city', 'name': 'Gombe', 'full_name': 'Gombe, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.129546, 10.247004], [11.129546, 10.335417], [11.225957, 10.335417], [11.225957, 10.247004]]]}, 'attributes': {}}	None	280219991	280219991	Mohammed	MohAhmed02	On transit here in Dunya..	I’m only human, #Globetrotter, #ProudFulani, #Arsenal...	01de9ba25276e740	https://api.twitter.com/1.1/geo/id/01de9ba25276e740.json	city	Gombe	Gombe, Nigeria	NG	Nigeria	NULL	Polygon	[[[11.129546, 10.247004], [11.129546, 10.335417], [11.225957, 10.335417], [11.225957, 10.247004]]]	NULL	NULL	NULL	NULL	en
Sat Jun 06 05:03:30 +0000 2020	1269132787698806784	1269132787698806784	COVID-19 Updates: 2 relatives of Covid-19 patient test positive in OsunThe Government of the State of Osun has co… https://t.co/csyPhvG7iv	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '0112d07a542a6ca2', 'url': 'https://api.twitter.com/1.1/geo/id/0112d07a542a6ca2.json', 'place_type': 'city', 'name': 'Ikirun', 'full_name': 'Ikirun, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.645531, 7.885707], [4.645531, 7.9378], [4.717393, 7.9378], [4.717393, 7.885707]]]}, 'attributes': {}}	None	4890750451	4890750451	Prince Aderemi	HARDEYRHEMMYMo1	Osogbo, State of Osun	Media Assistant to governor State of Osun.	0112d07a542a6ca2	https://api.twitter.com/1.1/geo/id/0112d07a542a6ca2.json	city	Ikirun	Ikirun, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.645531, 7.885707], [4.645531, 7.9378], [4.717393, 7.9378], [4.717393, 7.885707]]]	NULL	NULL	NULL	NULL	en
Fri Jun 05 18:14:53 +0000 2020	1268969557886210049	1268969557886210049	Hon. @abikedabiri also talked about;👉The possible reduction in Remittances to Nigeria because of post… https://t.co/yEaLUNRHdc	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	1268965285622624264	1268965285622624264	471956864	471956864	cbngov_akin1	None	None	{'id': '01c46739344ba9f6', 'url': 'https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json', 'place_type': 'admin', 'name': 'Federal Capital Territory', 'full_name': 'Federal Capital Territory, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]}, 'attributes': {}}	None	471956864	471956864	CBN Gov Akinsola Ak🇳🇬	cbngov_akin1	Lagos,Abuja..  ok am @yah back	Diaspora Campaigner //Social Media Strategist//Mem 🇳🇬APC Presidential Campaign Team (Strategic Comm)&(WOMEN & YOUTH TEAM) // Convener, #GodBlessNigeria Group	01c46739344ba9f6	https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json	admin	Federal Capital Territory	Federal Capital Territory, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]	NULL	NULL	NULL	NULL	en
Fri Jun 05 11:11:55 +0000 2020	1268863114365329409	1268863114365329409	@UNDP is working in closely @WHO to support health systems in different countries including Nigeria. Helping countr… https://t.co/STA7QcLJe5	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	1268863108841443328	1268863108841443328	1152177953784107009	1152177953784107009	IIFNigeria	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	1152177953784107009	1152177953784107009	ImpactinvestorsFDN	IIFNigeria	Lagos, Nigeria	Our goal is to promote the growth and excellence of impact investing in Nigeria by engaging and collaborating with key stakeholder.	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
