Fri Jul 31 21:08:46 +0000 2020	1289307038129049600	1289307038129049600	Blow powder this thing fall my hand big time😩💔 #bbnaija2020lockdown #coutdowntomars #lockdownextension… https://t.co/LrBFYIbQrg	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	1232595899660066816	1232595899660066816	OMOTAN	Shabi_pounds	Nigeria	Table Shaker Skit Maker An Entertainer🎬 Yoruba Komedia😂 follow up on Instagram @shabi_pounds	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 20:12:11 +0000 2020	1289292799033008128	1289292799033008128	Foreign used 2014 Toyota Corolla LE ❗Original duty paid ✅💰: ₦3,900,000 fixed 📍: ABUJA ❗📞📞 or… https://t.co/ZpgniGlWuZ	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01c46739344ba9f6', 'url': 'https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json', 'place_type': 'admin', 'name': 'Federal Capital Territory', 'full_name': 'Federal Capital Territory, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]}, 'attributes': {}}	None	1106447436367740929	1106447436367740929	S.O.G_autos 🚘	SOGautos1	Abuja, Nigeria	CAR DEALER : WE SELL/MARKET BRAND NEW|FOREIGN USED OR NIGERIAN USED CARS, AND OFFER A WIDE RANGE OF CUSTOMER SERVICE CALL or https://wa.me/2349036360331	01c46739344ba9f6	https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json	admin	Federal Capital Territory	Federal Capital Territory, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 15:43:56 +0000 2020	1289225288879153152	1289225288879153152	Fresh out ❗❗❗Foreign used 2013 Lexus IS250 ❗Original duty paid ✅💰: ₦4,800,000 net📍: ABUJA ❗📞📞 or… https://t.co/VUbFU77CBH	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01c46739344ba9f6', 'url': 'https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json', 'place_type': 'admin', 'name': 'Federal Capital Territory', 'full_name': 'Federal Capital Territory, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]}, 'attributes': {}}	None	1106447436367740929	1106447436367740929	S.O.G_autos 🚘	SOGautos1	Abuja, Nigeria	CAR DEALER : WE SELL/MARKET BRAND NEW|FOREIGN USED OR NIGERIAN USED CARS, AND OFFER A WIDE RANGE OF CUSTOMER SERVICE CALL or https://wa.me/2349036360331	01c46739344ba9f6	https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json	admin	Federal Capital Territory	Federal Capital Territory, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 15:42:45 +0000 2020	1289224990555078657	1289224990555078657	Close up view of my pencil work. Skin tone😊✏ pls rt🙏 #mummycalmdown #brownskingirl #NengiTheAttraction #myfuture… https://t.co/a2P4ixnikO	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01aca86a155c9099', 'url': 'https://api.twitter.com/1.1/geo/id/01aca86a155c9099.json', 'place_type': 'city', 'name': 'Enugu', 'full_name': 'Enugu, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.454221, 6.377634], [7.454221, 6.504863], [7.586862, 6.504863], [7.586862, 6.377634]]]}, 'attributes': {}}	None	1247240001554874376	1247240001554874376	Mayor Okwukaeze	mayordraw	None	My name is MAYOR OKWUKAEZE. I'm a hyper realistic artist.	01aca86a155c9099	https://api.twitter.com/1.1/geo/id/01aca86a155c9099.json	city	Enugu	Enugu, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.454221, 6.377634], [7.454221, 6.504863], [7.586862, 6.504863], [7.586862, 6.377634]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 15:42:27 +0000 2020	1289224916600934401	1289224916600934401	I heard that one's BVN can be linked with another bank account that one knows nothing about. Wow!!! What don't we h… https://t.co/KgHmbyrhLi	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	1025275757403226115	1025275757403226115	Samuel Ogunwusi	SamuelOguns7	Lagos, Nigeria	Co-founder of T-Cab* Poultry Lover*Content Developer *Publisher*Barcelona Fan	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 15:01:20 +0000 2020	1289214570322513921	1289214570322513921	Happy holiday #EidMubarak #EidWithTacha #bale ##Arewatwitterconnect #brownskingirl #mummycalmdown… https://t.co/0efrsOlptU	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	1238005927246266369	1238005927246266369	VIB_Markert	VIB_Market	Lagos, Nigeria	Dm for business... We have range of quality products for kids and adult for a very affordable price	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 14:06:03 +0000 2020	1289200655706361861	1289200655706361861	Stay Safe#lockdownextension  #manchesterlockdown #COVID19Nigeria #coronavirus #StaySafe #staycation #africamagic… https://t.co/BnR5ceU3hw	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '008813f66143786a', 'url': 'https://api.twitter.com/1.1/geo/id/008813f66143786a.json', 'place_type': 'city', 'name': 'Yola', 'full_name': 'Yola, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[12.369965, 9.221559], [12.369965, 9.292503], [12.478418, 9.292503], [12.478418, 9.221559]]]}, 'attributes': {}}	None	1038196076	1038196076	Ijama💥🐦	samparrot07	Calabar, Nigeria	Regular guy,with different abilities. TV Host, Actor, Dancer, Compere, Singer, Housemate BBNaija	008813f66143786a	https://api.twitter.com/1.1/geo/id/008813f66143786a.json	city	Yola	Yola, Nigeria	NG	Nigeria	NULL	Polygon	[[[12.369965, 9.221559], [12.369965, 9.292503], [12.478418, 9.292503], [12.478418, 9.221559]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 13:48:50 +0000 2020	1289196323506253826	1289196323506253826	BBNaija 2020: "Dorathy is a certified runs girl" - lady spills secret, shares her profile on a "Runs App" (Screensh… https://t.co/6JUEwgCFLV	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	1545246949	1545246949	the SlayKing ™	iam_doctorgold	Over the Satellite 	Afro-Pop Singer | SongWriter | Travel Agent | Blogger | Actor | ProNrs@iam_doctorgold on IG & SnapChatSEETheSTARZ OUT ON ALL DIGITAL PLATFORMS👇👇	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 13:22:35 +0000 2020	1289189719742517248	1289189719742517248	Its not good to look for trouble 😆😆😆 #trouble #children #funny #comedy #hilarious  #followme #laughing… https://t.co/iUmdPUQmUq	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00578fa8439c228a', 'url': 'https://api.twitter.com/1.1/geo/id/00578fa8439c228a.json', 'place_type': 'admin', 'name': 'Ogun', 'full_name': 'Ogun, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.665436, 6.287653], [2.665436, 7.976315], [4.618962, 7.976315], [4.618962, 6.287653]]]}, 'attributes': {}}	None	959479582335406080	959479582335406080	Joeycleff	Joeycleff1	Lagos, Nigeria	Music singing artist / music producer	00578fa8439c228a	https://api.twitter.com/1.1/geo/id/00578fa8439c228a.json	admin	Ogun	Ogun, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.665436, 6.287653], [2.665436, 7.976315], [4.618962, 7.976315], [4.618962, 6.287653]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 11:27:55 +0000 2020	1289160862297493505	1289160862297493505	#bbnaija2020lockdown #EidAlAdha #lockdownextension #mummycalmdown #brownskingirl #heatwave #manchesterlockdown… https://t.co/Rbt0iGXGJv	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00c769811539c617', 'url': 'https://api.twitter.com/1.1/geo/id/00c769811539c617.json', 'place_type': 'admin', 'name': 'Edo', 'full_name': 'Edo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.008606, 5.741189], [5.008606, 7.596449], [6.719436, 7.596449], [6.719436, 5.741189]]]}, 'attributes': {}}	None	790175736279732224	790175736279732224	Imohtinny	ImohcraigH	None	music lover.	00c769811539c617	https://api.twitter.com/1.1/geo/id/00c769811539c617.json	admin	Edo	Edo, Nigeria	NG	Nigeria	NULL	Polygon	[[[5.008606, 5.741189], [5.008606, 7.596449], [6.719436, 7.596449], [6.719436, 5.741189]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 10:57:40 +0000 2020	1289153248310358016	1289153248310358016	#Branding #OnlineRegistration #WebDesign #AppDevelopment #Training.We look forward to working with you.Optimum… https://t.co/HishMTZTFY	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	1289152721497526272	1289152721497526272	2504740126	2504740126	asadomconsultng	None	None	{'id': '0065f09a6666479e', 'url': 'https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json', 'place_type': 'city', 'name': 'Ibadan', 'full_name': 'Ibadan, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]}, 'attributes': {}}	None	2504740126	2504740126	Asadom Consult	asadomconsultng	Lagos, Ibadan, Nigeria	° Graphic Design° Printing° Advertising° Corporate Branding° Web Design° App Development° Training.OCES Awaits You! Call /WhatsApp: 08076640283	0065f09a6666479e	https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json	city	Ibadan	Ibadan, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]	NULL	NULL	NULL	NULL	en
Fri Jul 31 10:17:32 +0000 2020	1289143147747069952	1289143147747069952	Congratulations to @TiwaSavage, @adekunleGOLD, @cuppymusic and @IamMayorKun on making it to the #Top10… https://t.co/MacOC68GRS	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	997857315406733313	997857315406733313	Officially_Bossgist	bossgist	Imo, Nigeria	Blog, Social Media Promoter, Follow us on IG: @bossgist Facebook: @bossgist.com	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
