Sun Oct 11 12:16:17 +0000 2020	1315264959069204482	1315264959069204482	Although #Nigeria is tethering closer to 60,000 confirmed cases of the coronavirus, the country’s current… https://t.co/uRbcoReQFu	True	<a href="https://revive.social/" rel="nofollow">Revive Social App</a>	None	None	None	None	None	None	None	None	None	2434070077	2434070077	ReportersAtLarge	Reporters_Large	Georgia, USA	#Global #Breaking #News #Current #Event #Sports #Business #Tourism #OnlineNews	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Sun Oct 11 10:31:36 +0000 2020	1315238613731495936	1315238613731495936	#EndPoliceBrutalityinNigeria #EndNigeria #EndSARS #NigeriaYouthsLiveMatter #EndSarsOgbomosho #EndNigeria… https://t.co/c7WapoDgil	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	412194263	412194263	beatz Machine!!!	slim_beatz	Lagos Nigeria...	AFRICAN BEST MUSIC PRODUCER..,09097608009..IG:@officialslimbeatz	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	und
Sat Oct 10 20:16:20 +0000 2020	1315023382182801408	1315023382182801408	Although #Nigeria is tethering closer to 60,000 confirmed cases of the coronavirus, the country’s current… https://t.co/0CARxO7bvj	True	<a href="https://revive.social/" rel="nofollow">Revive Social App</a>	None	None	None	None	None	None	None	None	None	2434070077	2434070077	ReportersAtLarge	Reporters_Large	Georgia, USA	#Global #Breaking #News #Current #Event #Sports #Business #Tourism #OnlineNews	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Sat Oct 10 03:18:44 +0000 2020	1314767293738557441	1314767293738557441	Although #Nigeria is tethering closer to 60,000 confirmed cases of the coronavirus, the country’s current… https://t.co/pnzKHhV3EH	True	<a href="https://revive.social/" rel="nofollow">Revive Social App</a>	None	None	None	None	None	None	None	None	None	2434070077	2434070077	ReportersAtLarge	Reporters_Large	Georgia, USA	#Global #Breaking #News #Current #Event #Sports #Business #Tourism #OnlineNews	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Thu Oct 08 19:16:31 +0000 2020	1314283551441944576	1314283551441944576	OPEN LETTER TO PRESIDENT DONALD TRUMP: PLEASE STOP DANCING ON THE GRAVES OF GREAT AMERICANS, OTHER CITIZENS OF… https://t.co/QQUmVUGITA	True	<a href="https://revive.social/" rel="nofollow">Revive Social App</a>	None	None	None	None	None	None	None	None	None	2434070077	2434070077	ReportersAtLarge	Reporters_Large	Georgia, USA	#Global #Breaking #News #Current #Event #Sports #Business #Tourism #OnlineNews	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Thu Oct 08 03:16:47 +0000 2020	1314042025457704963	1314042025457704963	OPEN LETTER TO PRESIDENT DONALD TRUMP: PLEASE STOP DANCING ON THE GRAVES OF GREAT AMERICANS, OTHER CITIZENS OF… https://t.co/Vw5VR3AlEF	True	<a href="https://revive.social/" rel="nofollow">Revive Social App</a>	None	None	None	None	None	None	None	None	None	2434070077	2434070077	ReportersAtLarge	Reporters_Large	Georgia, USA	#Global #Breaking #News #Current #Event #Sports #Business #Tourism #OnlineNews	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Wed Oct 07 19:05:31 +0000 2020	1313918394660511745	1313918394660511745	Let's all keep playing our parts to flatten the curve, ensure you maintain social distancing where you worship and… https://t.co/pqgsJcgG4G	True	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	None	None	None	None	None	None	None	None	None	374999591	374999591	Pulse Nigeria	PulseNigeria247	None	We inform & engage - 24/7| Adverts:📧 ads@pulse.ng	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Wed Oct 07 15:15:17 +0000 2020	1313860456289841154	1313860456289841154	Let's all keep playing our parts to flatten the curve, ensure you maintain social distancing where you worship and… https://t.co/q3rW6KupD3	True	<a href="https://www.echobox.com" rel="nofollow">Echobox</a>	None	None	None	None	None	None	None	None	None	374999591	374999591	Pulse Nigeria	PulseNigeria247	None	We inform & engage - 24/7| Adverts:📧 ads@pulse.ng	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Wed Oct 07 10:50:02 +0000 2020	1313793702003961856	1313793702003961856	With the number of #Coronavirus cases over 1000, and lockdowns in Lagos and Abuja, the Nigerian economy is taking a… https://t.co/XZTXMv8Mxt	True	<a href="https://www.hootsuite.com" rel="nofollow">Hootsuite Inc.</a>	None	None	None	None	None	None	None	None	None	2857405981	2857405981	Stears Business	StearsBusiness	Nigeria	Analysis and deep journalism for curious readers who value data on Africa. Join the Stears Community: https://www.stearsng.com	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Wed Oct 07 10:16:14 +0000 2020	1313785195070468096	1313785195070468096	OPEN LETTER TO PRESIDENT DONALD TRUMP: PLEASE STOP DANCING ON THE GRAVES OF GREAT AMERICANS, OTHER CITIZENS OF… https://t.co/Ymi6aQ7KhE	True	<a href="https://revive.social/" rel="nofollow">Revive Social App</a>	None	None	None	None	None	None	None	None	None	2434070077	2434070077	ReportersAtLarge	Reporters_Large	Georgia, USA	#Global #Breaking #News #Current #Event #Sports #Business #Tourism #OnlineNews	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Tue Oct 06 17:46:54 +0000 2020	1313536222778843137	1313536222778843137	OPEN LETTER TO PRESIDENT DONALD TRUMP: PLEASE STOP DANCING ON THE GRAVES OF GREAT AMERICANS, OTHER CITIZENS OF… https://t.co/u0oMjyFKci	True	<a href="https://revive.social/" rel="nofollow">Revive Social App</a>	None	None	None	None	None	None	None	None	None	2434070077	2434070077	ReportersAtLarge	Reporters_Large	Georgia, USA	#Global #Breaking #News #Current #Event #Sports #Business #Tourism #OnlineNews	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Wed Sep 30 16:03:05 +0000 2020	1311335771039825925	1311335771039825925	People should NOT wear masks when exercising, as masks may reduce the ability to breathe comfortably. The important… https://t.co/OZdtWi0WF5	True	<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	None	None	None	None	None	None	None	None	None	374999591	374999591	Pulse Nigeria	PulseNigeria247	None	We inform & engage - 24/7| Adverts:📧 ads@pulse.ng	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Fri Sep 11 11:15:52 +0000 2020	1304378118870896641	1304378118870896641	Oyo Govt. Trains 2,454 Headteachers On Safe Schools ReopeningSUGAR LAND, Texas.  #CoronavirusinNigeria #Covid19… https://t.co/3im8uG83ug	True	<a href="https://www.blog2social.com" rel="nofollow">Blog2Social APP</a>	None	None	None	None	None	None	None	None	None	399113285	399113285	Global Village Extra	globalextra	Sugar Land, Texas	An International online magazine featuring people, entertainment, politics, health, sports, fashion, style and more!	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Tue Sep 08 11:07:01 +0000 2020	1303288730594299905	1303288730594299905	At the moment, no one knows when #COVID19 will be wiped out completely. It is important that we continue to adhere… https://t.co/aFVNlEM3Gt	True	<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	None	None	None	None	None	None	None	None	None	374999591	374999591	Pulse Nigeria	PulseNigeria247	None	We inform & engage - 24/7| Adverts:📧 ads@pulse.ng	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Tue Sep 01 15:12:32 +0000 2020	1300813798866128896	1300813798866128896	International flights will resume soon, and some of you will be traveling. If you are traveling during this pande… https://t.co/twNGZJQRYP	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	1108046643696414720	1108046643696414720	Reliance Family Clinics	reliancefc	Lagos, Nigeria	We provide fast, friendly and convenient primary care, specialist care, antenatal care and so much more. At home visits available.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Tue Sep 01 14:58:53 +0000 2020	1300810364293132295	1300810364293132295	International flights will resume soon, and some of you will be traveling. If you are traveling during this pande… https://t.co/u7YNKRw3br	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	900039007257726977	900039007257726977	RelianceHMO	Reliancehmo	Nigeria	Redefining Health Insurance in Africa using Telemedicine and Data Science. Contact  hello@reliancehmo.com I 070073542623 for all enquires.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Mon Aug 31 10:43:07 +0000 2020	1300383611364012033	1300383611364012033	If you really do want to be an actor who can satisfy himself and his audience, This Is And Opportunity For You All… https://t.co/7xVjm41aVu	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	None	None	371348053	371348053	Neyo_classic	NC_IMAGING	℠Ibadan/nigeria▓   ‏​‏​‏	💍 WEDDING👥 PORTRAIT🚶 FASHION👉 Photography  (motion 📹 & still📷)👉🔛🕖🕖  07068273698💻Editor  for enquiries Whatsapp or Call +234WE DO IT IN STYLE☃	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Mon Aug 31 10:34:10 +0000 2020	1300381359387693056	1300381359387693056	THE TIME TO DO THIS IS NOW! Guyz... Don’t forget it ends tomorrow... this is the huge one you’ve been waiting for..… https://t.co/fKoyJChKjj	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	58563383	58563383	Oladipo O'Fresh	madebyofresh	Ibadan, Nigeria	Director | DP | Photographer | Educator	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Mon Aug 31 09:17:41 +0000 2020	1300362112963936256	1300362112963936256	138.That's lowest in four months.#CoronavirusInNigeria	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	None	None	468616664	468616664	Comehome	AkeemTijjani	None	Health & Wellness • Football • @ManUtd	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Thu Aug 27 23:14:50 +0000 2020	1299123237100683264	1299123237100683264	The National Agency for Food and Drug Administration and Control (NAFDAC) has said that chloroquine is effective… https://t.co/5gxYunxvy8	True	<a href="https://revive.social/" rel="nofollow">Revive Social App</a>	None	None	None	None	None	None	None	None	None	2434070077	2434070077	ReportersAtLarge	Reporters_Large	Georgia, USA	#Global #Breaking #News #Current #Event #Sports #Business #Tourism #OnlineNews	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Thu Aug 27 15:24:21 +0000 2020	1299004832343371782	1299004832343371782	Nigeria makes progress in it's fight against the spread of the Corona virus pandemic..Click the link in the bio f… https://t.co/fLmVoeafnN	True	<a href="http://instagram.com" rel="nofollow">Instagram</a>	None	None	None	None	None	None	None	None	None	1104297966901309440	1104297966901309440	Ander J	loveanderj	Lagos, Nigeria	trufTalks	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Fri Aug 21 07:50:02 +0000 2020	1296716173275471872	1296716173275471872	What will the impact of Covid19 be on Nigeria’s economy? #CoronavirusinNigeriahttps://t.co/EzbXS0VZgO	False	<a href="https://www.hootsuite.com" rel="nofollow">Hootsuite Inc.</a>	None	None	None	None	None	None	None	None	None	2857405981	2857405981	Stears Business	StearsBusiness	Nigeria	Analysis and deep journalism for curious readers who value data on Africa. Join the Stears Community: https://www.stearsng.com	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Thu Aug 13 08:23:18 +0000 2020	1293825444844904448	1293825444844904448	Nigerian COVID-19 Tolls Climb To 47,743 With 453 New Confirmed Cases – NCDC.... CONTINUE READING...… https://t.co/GQv1qZteWW	True	<a href="https://www.hootsuite.com" rel="nofollow">Hootsuite Inc.</a>	None	None	None	None	None	None	None	None	None	1227482523682398208	1227482523682398208	Our9Ja	JaOur9	None	Latest Nigeria News	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Wed Aug 12 09:20:16 +0000 2020	1293477390736384001	1293477390736384001	If Ambode was still our governor that would have opened the bars first 😢🍺🥃 #CoronaVirusInNigeria	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	179181831	179181831	Shayo Babalawo	Noddi_G	Everywhere	beer me or spare me......	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Tue Aug 11 21:06:19 +0000 2020	1293292686871592960	1293292686871592960	Russia Has Developed COVID-19 Vaccine says Putin https://t.co/cixEjnD8SB#COVID19Nigeria #CovidVaccine… https://t.co/v4zOm9pmAu	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	None	None	830538075004628993	830538075004628993	Gideon Chinedum	real_gedoni	Nigeria	📈Forex Trader📈Crypto Trader💻Blogger📕Law student	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
Tue Aug 11 16:19:18 +0000 2020	1293220458561708033	1293220458561708033	“I am hopeful that Ajaokuta will come on stream before the end of President Buhari’s tenure, and when that happens… https://t.co/M7RXk46R1v	True	<a href="https://www.echobox.com" rel="nofollow">Echobox</a>	None	None	None	None	None	None	None	None	None	57320024	57320024	The Guardian Nigeria	GuardianNigeria	Nigeria	Independent journalism since 1983.WhatsApp - +2348136370421Follow our entertainment and lifestyle supplement @GuardianNigeria	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	en
