Mon Jun 22 13:59:09 +0000 2020	1275065793168805888	1275065793168805888	Nigeria's Total Confirmed #coronavirus Finally Hit 20,000 Plushttps://t.co/8NNroYwzTP#CoronaVirusUpdates… https://t.co/yxlrJO1ysk	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00e1c334666793a2', 'url': 'https://api.twitter.com/1.1/geo/id/00e1c334666793a2.json', 'place_type': 'admin', 'name': 'Kogi', 'full_name': 'Kogi, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.365654, 6.556636], [5.365654, 8.738178], [7.894214, 8.738178], [7.894214, 6.556636]]]}, 'attributes': {}}	None	719934970354081792	719934970354081792	Naijaloveinfo	naijaloveinfo	Nigeria	Naijaloveinfo... Truly for everyone. Online News, Videos, Online Advert & Social Media; Phone: +2349012623404; Email: naijaloveinfo@gmail.com#Naijaloveinfo	00e1c334666793a2	https://api.twitter.com/1.1/geo/id/00e1c334666793a2.json	admin	Kogi	Kogi, Nigeria	NG	Nigeria	NULL	Polygon	[[[5.365654, 6.556636], [5.365654, 8.738178], [7.894214, 8.738178], [7.894214, 6.556636]]]	NULL	NULL	NULL	NULL	en
Thu Jun 18 06:43:23 +0000 2020	1273506577673261056	1273506577673261056	With 587 New Cases, Total Confirmed #coronavirus Cases Now 17,735 In NigeriaClick: https://t.co/zSdSueSJsb… https://t.co/gKOBTUMN5Y	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '59b27337f38d658b', 'url': 'https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json', 'place_type': 'country', 'name': 'Nigeria', 'full_name': 'Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]}, 'attributes': {}}	None	719934970354081792	719934970354081792	Naijaloveinfo	naijaloveinfo	Nigeria	Naijaloveinfo... Truly for everyone. Online News, Videos, Online Advert & Social Media; Phone: +2349012623404; Email: naijaloveinfo@gmail.com#Naijaloveinfo	59b27337f38d658b	https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json	country	Nigeria	Nigeria	NG	Nigeria	NULL	Polygon	[[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]	NULL	NULL	NULL	NULL	en
Wed May 06 13:13:23 +0000 2020	1258022047864799232	1258022047864799232	#lockdownextension #coronavirus #CoronaUpdate  see d kind creativity wey d guy dey showcase during #coronalockdown https://t.co/7udfAQvkD3	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '0132f8fe4226cc30', 'url': 'https://api.twitter.com/1.1/geo/id/0132f8fe4226cc30.json', 'place_type': 'city', 'name': 'Iseyin', 'full_name': 'Iseyin, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.556905, 7.946514], [3.556905, 8.006746], [3.622946, 8.006746], [3.622946, 7.946514]]]}, 'attributes': {}}	None	2333209834	2333209834	Yusuff Lanre	larinex1	Ibadan	Administrator, human resources manager and public policy analyst	0132f8fe4226cc30	https://api.twitter.com/1.1/geo/id/0132f8fe4226cc30.json	city	Iseyin	Iseyin, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.556905, 7.946514], [3.556905, 8.006746], [3.622946, 8.006746], [3.622946, 7.946514]]]	NULL	NULL	NULL	NULL	en
Tue Apr 28 14:37:13 +0000 2020	1255144040598663170	1255144040598663170	.....how I survived last week when the lockdown began, because only Allah knows how he saved me"..... Says Mal. San… https://t.co/BkwPonXrBv	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	1255144037331288065	1255144037331288065	806583882	806583882	MuhammadBukarUm	None	None	{'id': '000763a81141ab85', 'url': 'https://api.twitter.com/1.1/geo/id/000763a81141ab85.json', 'place_type': 'city', 'name': 'Maiduguri', 'full_name': 'Maiduguri, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[13.043291, 11.782654], [13.043291, 11.916433], [13.25503, 11.916433], [13.25503, 11.782654]]]}, 'attributes': {}}	None	806583882	806583882	MB Umara	MuhammadBukarUm	Northern Nigeria 	Photographer | Social Entrepreneur | Biotechnologist| Founder @codevhub1| Curator @tedxshehuri |Fellow @equalaccessintl | Fellow ASLN |Fellow 2020 MWF | Muslim	000763a81141ab85	https://api.twitter.com/1.1/geo/id/000763a81141ab85.json	city	Maiduguri	Maiduguri, Nigeria	NG	Nigeria	NULL	Polygon	[[[13.043291, 11.782654], [13.043291, 11.916433], [13.25503, 11.916433], [13.25503, 11.782654]]]	NULL	NULL	NULL	NULL	en
Fri Apr 24 19:27:26 +0000 2020	1253767526309343233	1253767526309343233	The secret about the #COVID19 has been revealed ..You must watch this #voiceofGAD #CoronaUpdate #COVID19… https://t.co/fOHUln0Z4k	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01ed1f9a43bfb9bd', 'url': 'https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json', 'place_type': 'city', 'name': 'Victoria Island', 'full_name': 'Victoria Island, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]}, 'attributes': {}}	None	284340968	284340968	Ajueshi J Edewor	edewor10	ÜT: 6.4230229,3.4315113	artiste promoter//wazobia-tv anchor and producer// 08160593810, 08050861909 , 08080292090	01ed1f9a43bfb9bd	https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json	city	Victoria Island	Victoria Island, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]	NULL	NULL	NULL	NULL	en
Sat Apr 18 07:07:36 +0000 2020	1251407010966523905	1251407010966523905	Kano state Lockdown Covid 19🎞@CoolFMKano @KNSMOH @KanostateNg @UNICEF_Nigeria @alinuhu @yakubumohammed_… https://t.co/CDd3UPUSJa	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00611f1548c7bdef', 'url': 'https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json', 'place_type': 'city', 'name': 'Kano', 'full_name': 'Kano, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[8.447599, 11.929633], [8.447599, 12.080367], [8.607335, 12.080367], [8.607335, 11.929633]]]}, 'attributes': {}}	None	713968519	713968519	omar isa ladu	ladubooi	Abuja, Nigeria	CEO @ladu graphics studio   CEO CEMO NATION  cinematographer🎥, photographer📷. traveler 🚖Am the simple type.	00611f1548c7bdef	https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json	city	Kano	Kano, Nigeria	NG	Nigeria	NULL	Polygon	[[[8.447599, 11.929633], [8.447599, 12.080367], [8.607335, 12.080367], [8.607335, 11.929633]]]	NULL	NULL	NULL	NULL	en
Sun Apr 12 06:32:56 +0000 2020	1249223960123920384	1249223960123920384	Let it remind us of our ultimate purpose.  Let it remind us of our own weaknesses and vulnerabilities. Let it remov… https://t.co/By2GmlwquN	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '0102baa70911fc52', 'url': 'https://api.twitter.com/1.1/geo/id/0102baa70911fc52.json', 'place_type': 'city', 'name': 'Katsina', 'full_name': 'Katsina, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.572255, 12.932937], [7.572255, 13.021154], [7.674457, 13.021154], [7.674457, 12.932937]]]}, 'attributes': {}}	None	934065274042675201	934065274042675201	El__Dusher👑	AbdullahiLawerl	 Katsina, Nigeria	|Abdullahi Lawal Aliyu👑|| |Football⚽Twitter❤| |Manchester United🔴|| |Computer 💻Engineer🔜            |❤مَا عِندَكُم يَنفَد*وَمَا عِندَ اللهِ بَاقٍ✨|	0102baa70911fc52	https://api.twitter.com/1.1/geo/id/0102baa70911fc52.json	city	Katsina	Katsina, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.572255, 12.932937], [7.572255, 13.021154], [7.674457, 13.021154], [7.674457, 12.932937]]]	NULL	NULL	NULL	NULL	en
Thu Apr 09 16:00:22 +0000 2020	1248279595893350401	1248279595893350401	Port Harcourt International Airport, has commenced Decontamination/Disinfection of the New International Terminal a… https://t.co/nZWzmM246L	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	45671357	45671357	BONA NAIJA	BonaNaija	Nigeria	We Talk Events & Urban Trends.Subscribe to http://www.youtube.com/bonanaijatv Email: info@bonanaija.com.ngWhatsapp: 08035018733	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Thu Apr 09 14:43:17 +0000 2020	1248260196943704065	1248260196943704065	Port Harcourt International Airport, has commenced Decontamination/Disinfection of the New International Terminal a… https://t.co/agVRvGOOGl	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	816414167590637568	816414167590637568	Federal Airports Authority of Nigeria	FAAN_Official	Lagos	Official Twitter Account of Federal Airports Authority of Nigeria.Federal Agency Statutorily charged to manage all commercial Airports in Nigeria.	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Wed Apr 08 07:55:29 +0000 2020	1247795184479260677	1247795184479260677	Comment below ⬇️#BackViewChallenge #COVID19Nigeria #COVID19 #StayAtHomeAndStaySafe #30MoreDays #CoronaUpdate #China… https://t.co/P395zew7Wy	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00deafaf05d8c1ba', 'url': 'https://api.twitter.com/1.1/geo/id/00deafaf05d8c1ba.json', 'place_type': 'city', 'name': 'Sokoto', 'full_name': 'Sokoto, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.183766, 12.980172], [5.183766, 13.084784], [5.274727, 13.084784], [5.274727, 12.980172]]]}, 'attributes': {}}	None	2326528959	2326528959	Abbas Nagwari🇳🇬	Abbas_Nagware	Sokoto, Nigeria	#SWAT👨🏿‍✈️Founder/CEO @Nagware_transGS ✈️ PRESIDENT @sokotoyouthsfo1🏝️ PM @UDUTHosp CT SCAN PPP.👤 °S @Nigeriapolice 👮 MEMBER @insped_found	00deafaf05d8c1ba	https://api.twitter.com/1.1/geo/id/00deafaf05d8c1ba.json	city	Sokoto	Sokoto, Nigeria	NG	Nigeria	NULL	Polygon	[[[5.183766, 12.980172], [5.183766, 13.084784], [5.274727, 13.084784], [5.274727, 12.980172]]]	NULL	NULL	NULL	NULL	fr
